Filename,Actual word
Image 1234.png,уровень
Image 1235.png,жизни
Image 1236.png,Например
Image 1237.png,конце
Image 1238.png,начале
Image 1239.png,миллионов
Image 1240.png,европейцев
Image 1241.png,покинули
Image 1242.png,свои
Image 1243.png,страны
Image 1244.png,экономических
Image 1245.png,трудностей
Image 1246.png,политических
Image 1247.png,волнений
Image 1248.png,надеясь
Image 1249.png,начать
Image 1250.png,новую
Image 1251.png,жизнь
Image 1252.png,Северной
Image 1253.png,Америке
Image 1254.png,других
Image 1255.png,регионах
Image 1256.png,Иммиграция
Image 1257.png,приносит
Image 1258.png,немало
Image 1259.png,преимуществ
Image 1260.png,странам
Image 1261.png,которые
Image 1262.png,принимают
Image 1263.png,новых
Image 1264.png,жителей
Image 1265.png,Экономическом
Image 1266.png,плане
Image 1267.png,иммигранты
Image 1268.png,часто
Image 1269.png,восполняют
Image 1270.png,нехватку
Image 1271.png,рабочей
Image 1272.png,силы
Image 1273.png,вносят
Image 1274.png,вклад
Image 1275.png,инновации
Image 1276.png,открывают
Image 1277.png,новые
Image 1278.png,предприятия
Image 1279.png,Множество
Image 1280.png,экономик
Image 1281.png,зависит
Image 1282.png,труда
Image 1283.png,мигрантов
Image 1284.png,сельском
Image 1285.png,хозяйстве
Image 1286.png,строительстве
Image 1287.png,здравоохранении
Image 1288.png,технологиях
Image 1289.png,Исследования
Image 1290.png,показывают
Image 1291.png,долгосрочной
Image 1292.png,перспективе
Image 1293.png,иммигранты
Image 1294.png,платят
Image 1295.png,больше
Image 1296.png,налогов
Image 1297.png,получают
Image 1298.png,государственных
Image 1299.png,пособий
Image 1300.png,предпринимательский
Image 1301.png,дух
Image 1302.png,может
Image 1303.png,оживить
Image 1304.png,убывающие
Image 1305.png,регионы
Image 1306.png,Культурно
Image 1307.png,иммиграция
Image 1308.png,обогащает
Image 1309.png,общества
Image 1310.png,принося
Image 1311.png,новые
Image 1312.png,кухни
Image 1313.png,искусство
Image 1314.png,музыку
Image 1315.png,традиции
Image 1316.png,Всё
Image 1317.png,способствует
Image 1318.png,развитию
Image 1319.png,толерантности
Image 1320.png,креативности
Image 1321.png,глобальному
Image 1322.png,взаимопониманию
Image 1323.png,Однако
Image 1324.png,иммиграция
Image 1325.png,может
Image 1326.png,создавать
Image 1327.png,определённые
Image 1328.png,трудности
Image 1329.png,Интеграция
Image 1330.png,новых
Image 1331.png,граждан
Image 1332.png,бывает
Image 1333.png,сложной
Image 1334.png,особенно
Image 1335.png,различия
Image 1336.png,языке
Image 1337.png,религии
Image 1338.png,обычаях
Image 1339.png,значительны
Image 1340.png,Быстрые
Image 1341.png,демографические
Image 1342.png,перемены
Image 1343.png,могут
Image 1344.png,приводить
Image 1345.png,социальному
Image 1346.png,напряжению
Image 1347.png,восприятию
Image 1348.png,конкуренции
Image 1349.png,рабочие
Image 1350.png,места
Image 1351.png,ресурсы
Image 1352.png,Государства
Image 1353.png,должны
Image 1354.png,внимательно
Image 1355.png,выстраивать
Image 1356.png,миграционную
Image 1357.png,политику
Image 1358.png,находить
Image 1359.png,баланс
Image 1360.png,между
Image 1361.png,экономическими
Image 1362.png,потребностями
Image 1363.png,поддержкой
Image 1364.png,интеграции
Image 1365.png,учётом
Image 1366.png,общественного
Image 1367.png,мнения
Image 1368.png,Дискуссии
Image 1369.png,миграционной
Image 1370.png,политике
Image 1371.png,нередко
Image 1372.png,становятся
Image 1373.png,острыми
Image 1374.png,затрагивают
Image 1375.png,вопросы
Image 1376.png,национальной
Image 1377.png,идентичности
Image 1378.png,безопасности
Image 1379.png,социальной
Image 1380.png,сплочённости
Image 1381.png,Последние
Image 1382.png,годы
Image 1383.png,миграционные
Image 1384.png,потоки
Image 1385.png,изменяются
Image 1386.png,влиянием
Image 1387.png,глобальных
Image 1388.png,региональных
Image 1389.png,факторов
Image 1390.png,Вооружённые
Image 1391.png,конфликты
Image 1392.png,Ближнем
Image 1393.png,Востоке
Image 1394.png,Африке
Image 1395.png,других
Image 1396.png,регионах
Image 1397.png,породили
Image 1398.png,миллионы
Image 1399.png,беженцев
Image 1400.png,просителей
Image 1401.png,убежища
Image 1402.png,Изменение
Image 1403.png,климата
Image 1404.png,приводящее
Image 1405.png,продовольственным
Image 1406.png,кризисам
Image 1407.png,природным
Image 1408.png,катастрофам
Image 1409.png,чаще
Image 1410.png,становится
Image 1411.png,причиной
Image 1412.png,вынужденного
Image 1413.png,переселения
Image 1414.png,Одновременно
Image 1415.png,экономическая
Image 1416.png,глобализация
Image 1417.png,развитие
Image 1418.png,коммуникаций
Image 1419.png,транспорта
Image 1420.png,упростили
Image 1421.png,перемещение
Image 1422.png,людей
Image 1423.png,через
Image 1424.png,границы
Image 1425.png,Важна
Image 1426.png,разница
Image 1427.png,между
Image 1428.png,типами
Image 1429.png,мигрантов
Image 1430.png,Экономические
Image 1431.png,мигранты
Image 1432.png,переезжают
Image 1433.png,ради
Image 1434.png,работы
Image 1435.png,лучших
Image 1436.png,условий
Image 1437.png,жизни
Image 1438.png,Беженцы
Image 1439.png,просители
Image 1440.png,убежища
Image 1441.png,вынуждены
Image 1442.png,покидать
Image 1443.png,родину
Image 1444.png,преследований
Image 1445.png,конфликтов
Image 1446.png,насилия
Image 1447.png,ищут
Image 1448.png,защиты
Image 1449.png,соответствии
Image 1450.png,международным
Image 1451.png,правом
Image 1452.png,Воссоединение
Image 1453.png,семей
Image 1454.png,позволяет
Image 1455.png,людям
Image 1456.png,воссоединиться
Image 1457.png,родственниками
Image 1458.png,уже
Image 1459.png,обосновавшимися
Image 1460.png,границей
Image 1461.png,Студенты
Image 1462.png,квалифицированные
Image 1463.png,специалисты
Image 1464.png,могут
Image 1465.png,уезжать
Image 1466.png,учёбу
Image 1467.png,карьерного
Image 1468.png,роста
Image 1469.png,иногда
Image 1470.png,возвращаясь
Image 1471.png,родину
Image 1472.png,новыми
Image 1473.png,знаниями
Image 1474.png,иногда
Image 1475.png,оставаясь
Image 1476.png,внося
Image 1477.png,вклад
Image 1478.png,новое
Image 1479.png,общество
Image 1480.png,Управление
Image 1481.png,иммиграцией
Image 1482.png,требует
Image 1483.png,согласованных
Image 1484.png,действий
Image 1485.png,национальном
Image 1486.png,международном
Image 1487.png,уровнях
Image 1488.png,Страны
Image 1489.png,используют
Image 1490.png,различные
Image 1491.png,системы
Image 1492.png,квоты
Image 1493.png,балльные
Image 1494.png,оценки
Image 1495.png,программы
Image 1496.png,спонсорства
Image 1497.png,контролировать
Image 1498.png,въезд
Image 1499.png,Международные
Image 1500.png,организации
Image 1501.png,такие
Image 1502.png,Управление
Image 1503.png,Верховного
Image 1504.png,комиссара
Image 1505.png,ООН
Image 1506.png,делам
Image 1507.png,беженцев
Image 1508.png,играют
Image 1509.png,ключевую
Image 1510.png,роль
Image 1511.png,защите
Image 1512.png,прав
Image 1513.png,беженцев
Image 1514.png,Международное
Image 1515.png,сотрудничество
Image 1516.png,необходимо
Image 1517.png,борьбы
Image 1518.png,торговлей
Image 1519.png,людьми
Image 1520.png,защиты
Image 1521.png,уязвимых
Image 1522.png,мигрантов
Image 1523.png,развития
Image 1524.png,легальных
Image 1525.png,безопасных
Image 1526.png,путей
Image 1527.png,миграции
Image 1528.png,Личные
Image 1529.png,истории
Image 1530.png,иммигрантов
Image 1531.png,отражают
Image 1532.png,надежды
Image 1533.png,сложности
Image 1534.png,миграции
Image 1535.png,Многие
Image 1536.png,оставляют
Image 1537.png,привычное
Image 1538.png,сталкиваясь
Image 1539.png,неопределённостью
Image 1540.png,трудностями
Image 1541.png,ради
Image 1542.png,лучшего
Image 1543.png,будущего
Image 1544.png,могут
Image 1545.png,испытывать
Image 1546.png,языковые
Image 1547.png,барьеры
Image 1548.png,дискриминацию
Image 1549.png,трудности
Image 1550.png,поиском
Image 1551.png,работы
Image 1552.png,специальности
Image 1553.png,Тем
Image 1554.png,не
Image 1555.png,менее
Image 1556.png,упорство
Image 1557.png,стремление
Image 1558.png,цели
Image 1559.png,часто
Image 1560.png,помогают
Image 1561.png,преодолеть
Image 1562.png,трудности
Image 1563.png,построить
Image 1564.png,новую
Image 1565.png,жизнь
Image 1566.png,внести
Image 1567.png,вклад
Image 1568.png,развитие
Image 1569.png,новых
Image 1570.png,сообществ
Image 1571.png,Отношение
Image 1572.png,общества
Image 1573.png,иммиграции
Image 1574.png,различается
Image 1575.png,может
Image 1576.png,меняться
Image 1577.png,временем
Image 1578.png,Одних
Image 1579.png,странах
Image 1580.png,иммигрантов
Image 1581.png,тепло
Image 1582.png,принимают
Image 1583.png,ценят
Image 1584.png,вклад
Image 1585.png,Других
Image 1586.png,экономические
Image 1587.png,опасения
Image 1588.png,страх
Image 1589.png,перед
Image 1590.png,культурными
Image 1591.png,изменениями
Image 1592.png,порождают
Image 1593.png,негативное
Image 1594.png,отношение
Image 1595.png,дискриминацию
Image 1596.png,ужесточение
Image 1597.png,политики
Image 1598.png,политические
Image 1599.png,заявления
Image 1600.png,оказывают
Image 1601.png,большое
Image 1602.png,влияние
Image 1603.png,общественные
Image 1604.png,настроения
Image 1605.png,иногда
Image 1606.png,усиливая
Image 1607.png,стереотипы
Image 1608.png,недопонимание
Image 1609.png,Несмотря
Image 1610.png,сложности
Image 1611.png,многие
Image 1612.png,исследования
Image 1613.png,подчеркивают
Image 1614.png,позитивные
Image 1615.png,последствия
Image 1616.png,иммиграции
Image 1617.png,Страны
Image 1618.png,стареющим
Image 1619.png,населением
Image 1620.png,часто
Image 1621.png,зависят
Image 1622.png,притока
Image 1623.png,мигрантов
Image 1624.png,поддержания
Image 1625.png,рынка
Image 1626.png,труда
Image 1627.png,социальных
Image 1628.png,систем
Image 1629.png,Разнообразие
Image 1630.png,привнесённое
Image 1631.png,иммиграцией
Image 1632.png,способствует
Image 1633.png,инновациям
Image 1634.png,развитию
Image 1635.png,экономики
Image 1636.png,Эффективная
Image 1637.png,интеграция
Image 1638.png,обучение
Image 1639.png,языку
Image 1640.png,признание
Image 1641.png,квалификаций
Image 1642.png,противодействие
Image 1643.png,дискриминации
Image 1644.png,выгодна
Image 1645.png,новым
Image 1646.png,жителям
Image 1647.png,обществу
Image 1648.png,целом
Image 1649.png,Будущее
Image 1650.png,миграции
Image 1651.png,будет
Image 1652.png,зависеть
Image 1653.png,глобальных
Image 1654.png,тенденций
Image 1655.png,демографических
Image 1656.png,изменений
Image 1657.png,технологического
Image 1658.png,прогресса
Image 1659.png,экологических
Image 1660.png,вызовов
Image 1661.png,политических
Image 1662.png,событий
Image 1663.png,По
Image 1664.png,мере
Image 1665.png,усиления
Image 1666.png,взаимосвязей
Image 1667.png,между
Image 1668.png,странами
Image 1669.png,миграция
Image 1670.png,останется
Image 1671.png,важной
Image 1672.png,чертой
Image 1673.png,человеческого
Image 1674.png,общества
Image 1675.png,Задача
Image 1676.png,государства
Image 1677.png,общества
Image 1678.png,отдельных
Image 1679.png,людей
Image 1680.png,использовать
Image 1681.png,преимущества
Image 1682.png,миграции
Image 1683.png,решая
Image 1684.png,возникающие
Image 1685.png,проблемы
Image 1686.png,обеспечивая
Image 1687.png,безопасность
Image 1688.png,упорядоченность
Image 1689.png,уважение
Image 1690.png,прав
Image 1691.png,человека
Image 1692.png,Конечном
Image 1693.png,итоге
Image 1694.png,иммиграция
Image 1695.png,людях
Image 1696.png,семьях
Image 1697.png,ищущих
Image 1698.png,надежду
Image 1699.png,возможности
Image 1700.png,чувство
Image 1701.png,принадлежности
Image 1702.png,За
Image 1703.png,законами
Image 1704.png,политикой
Image 1705.png,важно
Image 1706.png,помнить
Image 1707.png,человеческом
Image 1708.png,измерении
Image 1709.png,Мужество
Image 1710.png,адаптивность
Image 1711.png,мечты
Image 1712.png,иммигрантов
Image 1713.png,изменили
Image 1714.png,мир
Image 1715.png,многих
Image 1716.png,отношениях
Image 1717.png,напоминая
Image 1718.png,движение
Image 1719.png,перемены
Image 1720.png,неотъемлемая
Image 1721.png,часть
Image 1722.png,общей
Image 1723.png,человеческой
Image 1724.png,истории
Image 1725.png,Российская
Image 1726.png,архитектура
Image 1727.png,транспорт
Image 1728.png,вместе
Image 1729.png,формируют
Image 1730.png,удивительный
Image 1731.png,взгляд
Image 1732.png,характер
Image 1733.png,страны
Image 1734.png,историю
Image 1735.png,повседневную
Image 1736.png,жизнь
Image 1737.png,огромной
Image 1738.png,территории
Image 1739.png,России
Image 1740.png,сосредоточено
Image 1741.png,богатое
Image 1742.png,наследие
Image 1743.png,строительных
Image 1744.png,стилей
Image 1745.png,сложная
Image 1746.png,сеть
Image 1747.png,передвижений
Image 1748.png,древних
Image 1749.png,деревянных
Image 1750.png,церквей
Image 1751.png,современных
Image 1752.png,небоскрёбов
Image 1753.png,конных
Image 1754.png,троек
Image 1755.png,скоростных
Image 1756.png,поездов
Image 1757.png,самолётов
Image 1758.png,архитектура
Image 1759.png,транспорт
Image 1760.png,формировались
Image 1761.png,влиянием
Image 1762.png,уникальной
Image 1763.png,географии
Image 1764.png,России
Image 1765.png,сурового
Image 1766.png,климата
Image 1767.png,социальных
Image 1768.png,перемен
Image 1769.png,политических
Image 1770.png,революций
Image 1771.png,истории
Image 1772.png,переплетаются
Image 1773.png,историей
Image 1774.png,российского
Image 1775.png,народа
Image 1776.png,отражая
Image 1777.png,традиции
Image 1778.png,новаторствоРазвитие
Image 1779.png,российской
Image 1780.png,архитектуры
Image 1781.png,отражает
Image 1782.png,исторические
Image 1783.png,этапы
Image 1784.png,страны
Image 1785.png,смешение
Image 1786.png,влияний
Image 1787.png,приходивших
Image 1788.png,протяжении
Image 1789.png,веков
Image 1790.png,Ранняя
Image 1791.png,русская
Image 1792.png,архитектура
Image 1793.png,особенно
Image 1794.png,средние
Image 1795.png,века
Image 1796.png,формировалась
Image 1797.png,сильным
Image 1798.png,влиянием
Image 1799.png,византийских
Image 1800.png,традиций
Image 1801.png,после
Image 1802.png,принятия
Image 1803.png,христианства
Image 1804.png,Киевской
Image 1805.png,Руси
Image 1806.png,каменные
Image 1807.png,кирпичные
Image 1808.png,церкви
Image 1809.png,быстро
Image 1810.png,становились
Image 1811.png,центрами
Image 1812.png,городов
Image 1813.png,поселений
Image 1814.png,Одной
Image 1815.png,ключевых
Image 1816.png,архитектурных
Image 1817.png,особенностей
Image 1818.png,стал
Image 1819.png,луковичный
Image 1820.png,купол
Image 1821.png,яркая
Image 1822.png,округлая
Image 1823.png,форма
Image 1824.png,ставшая
Image 1825.png,символом
Image 1826.png,России
Image 1827.png,Купола
Image 1828.png,носили
Image 1829.png,символическое
Image 1830.png,практическое
Image 1831.png,значение
Image 1832.png,устремлены
Image 1833.png,небу
Image 1834.png,выражая
Image 1835.png,духовные
Image 1836.png,стремления
Image 1837.png,верующих
Image 1838.png,способствовали
Image 1839.png,сходу
Image 1840.png,снега
Image 1841.png,дождя
Image 1842.png,суровых
Image 1843.png,климатических
Image 1844.png,условияхСамым
Image 1845.png,знаменитым
Image 1846.png,примером
Image 1847.png,этого
Image 1848.png,раннего
Image 1849.png,стиля
Image 1850.png,является
Image 1851.png,собор
Image 1852.png,Василия
Image 1853.png,Блаженного
Image 1854.png,Красной
Image 1855.png,площади
Image 1856.png,Москве
Image 1857.png,построенный
Image 1858.png,по
Image 1859.png,приказу
Image 1860.png,Ивана
Image 1861.png,Грозного
Image 1862.png,буйство
Image 1863.png,красок
Image 1864.png,закрученные
Image 1865.png,узоры
Image 1866.png,скопление
Image 1867.png,куполов
Image 1868.png,создают
Image 1869.png,сказочный
Image 1870.png,почти
Image 1871.png,фантастический
Image 1872.png,облик
Image 1873.png,собор
Image 1874.png,белокаменные
Image 1875.png,церкви
Image 1876.png,Владимира
Image 1877.png,Суздаля
Image 1878.png,воплощает
Image 1879.png,творческий
Image 1880.png,подход
Image 1881.png,русских
Image 1882.png,зодчих
Image 1883.png,умение
Image 1884.png,сочетать
Image 1885.png,местные
Image 1886.png,традиции
Image 1887.png,заимствованными
Image 1888.png,идеями
Image 1889.png,Деревянное
Image 1890.png,зодчество
Image 1891.png,также
Image 1892.png,процветало
Image 1893.png,особенно
Image 1894.png,северных
Image 1895.png,регионах
Image 1896.png,Целые
Image 1897.png,деревни
Image 1898.png,строились
Image 1899.png,древесины
Image 1900.png,церкви
Image 1901.png,дома
Image 1902.png,амбары
Image 1903.png,возводили
Image 1904.png,единого
Image 1905.png,гвоздя
Image 1906.png,использованием
Image 1907.png,сложных
Image 1908.png,соединений
Image 1909.png,крыш
Image 1910.png,крутым
Image 1911.png,скатом
Image 1912.png,защиты
Image 1913.png,снегаМонгольское
Image 1914.png,нашествие
Image 1915.png,раздробленность
Image 1916.png,русских
Image 1917.png,земель
Image 1918.png,замедлили
Image 1919.png,развитие
Image 1920.png,архитектуры
Image 1921.png,остановили
Image 1922.png,По
Image 1923.png,мере
Image 1924.png,возвышения
Image 1925.png,Москвы
Image 1926.png,появились
Image 1927.png,новые
Image 1928.png,стили
Image 1929.png,сочетавшие
Image 1930.png,местные
Image 1931.png,формы
Image 1932.png,влиянием
Image 1933.png,Италии
Image 1934.png,Средней
Image 1935.png,Азии
Image 1936.png,других
Image 1937.png,регионов
Image 1938.png,Московский
Image 1939.png,Кремль
Image 1940.png,изначально
Image 1941.png,деревянная
Image 1942.png,крепость
Image 1943.png,стал
Image 1944.png,внушительным
Image 1945.png,каменным
Image 1946.png,комплексом
Image 1947.png,дворцами
Image 1948.png,соборами
Image 1949.png,массивными
Image 1950.png,стенами
Image 1951.png,проектирования
Image 1952.png,башен
Image 1953.png,соборов
Image 1954.png,приглашались
Image 1955.png,итальянские
Image 1956.png,архитекторы
Image 1957.png,привело
Image 1958.png,уникальному
Image 1959.png,синтезу
Image 1960.png,ренессансных
Image 1961.png,русских
Image 1962.png,формВосемнадцатый
Image 1963.png,век
Image 1964.png,Петре
Image 1965.png,Великом
Image 1966.png,стал
Image 1967.png,крупной
Image 1968.png,вехой
Image 1969.png,Пётр
Image 1970.png,стремился
Image 1971.png,модернизировать
Image 1972.png,Россию
Image 1973.png,западноевропейскому
Image 1974.png,образцу
Image 1975.png,новая
Image 1976.png,столица
Image 1977.png,Санкт-Петербург
Image 1978.png,была
Image 1979.png,задумана
Image 1980.png,отражение
Image 1981.png,этих
Image 1982.png,амбиций
Image 1983.png,Город
Image 1984.png,построенный
Image 1985.png,болотах
Image 1986.png,Невы
Image 1987.png,стал
Image 1988.png,образцом
Image 1989.png,барочной
Image 1990.png,неоклассической
Image 1991.png,архитектуры
Image 1992.png,Итальянские
Image 1993.png,французские
Image 1994.png,немецкие
Image 1995.png,мастера
Image 1996.png,создавали
Image 1997.png,дворцы
Image 1998.png,соборы
Image 1999.png,правительственные
Image 2000.png,здания
Image 2001.png,грандиозных
Image 2002.png,стилях
Image 2003.png,широкими
Image 2004.png,проспектами
Image 2005.png,регулярными
Image 2006.png,садами
Image 2007.png,Зимний
Image 2008.png,дворец
Image 2009.png,зелёно-белым
Image 2010.png,фасадом
Image 2011.png,позолоченными
Image 2012.png,интерьерами
Image 2013.png,воплощает
Image 2014.png,роскошь
Image 2015.png,императорского
Image 2016.png,двора
Image 2017.png,Каналы
Image 2018.png,мосты
Image 2019.png,города
Image 2020.png,принесли
Image 2021.png,прозвище
Image 2022.png,Северная
Image 2023.png,Венециядевятнадцатом
Image 2024.png,веке
Image 2025.png,российская
Image 2026.png,архитектура
Image 2027.png,продолжала
Image 2028.png,развиваться
Image 2029.png,Подъём
Image 2030.png,национального
Image 2031.png,самосознания
Image 2032.png,привёл
Image 2033.png,возрождению
Image 2034.png,традиционных
Image 2035.png,форм
Image 2036.png,таких
Image 2037.png,русский
Image 2038.png,стиль
Image 2039.png,которого
Image 2040.png,характерны
Image 2041.png,декоративная
Image 2042.png,кирпичная
Image 2043.png,кладка
Image 2044.png,яркая
Image 2045.png,керамика
Image 2046.png,сложный
Image 2047.png,орнамент
Image 2048.png,вдохновлённый
Image 2049.png,древнерусскими
Image 2050.png,храмами
Image 2051.png,народным
Image 2052.png,искусством
Image 2053.png,российские
Image 2054.png,аристократы
Image 2055.png,купцы
Image 2056.png,заказывали
Image 2057.png,особняки
Image 2058.png,театры
Image 2059.png,музеи
Image 2060.png,европейских
Image 2061.png,стилях
Image 2062.png,готики
Image 2063.png,модерна
Image 2064.png,Знаменитый
Image 2065.png,Большой
Image 2066.png,театр
Image 2067.png,Москве
Image 2068.png,величественными
Image 2069.png,колоннами
Image 2070.png,скульптурами
Image 2071.png,стал
Image 2072.png,символом
Image 2073.png,культурного
Image 2074.png,расцветаДвадцатый
Image 2075.png,век
Image 2076.png,принёс
Image 2077.png,драматические
Image 2078.png,перемены
Image 2079.png,Революция
Image 2080.png,изменила
Image 2081.png,устои
Image 2082.png,открыв
Image 2083.png,советскую
Image 2084.png,эпоху
Image 2085.png,когда
Image 2086.png,архитектура
Image 2087.png,стала
Image 2088.png,средством
Image 2089.png,выражения
Image 2090.png,новых
Image 2091.png,социальных
Image 2092.png,идеалов
Image 2093.png,Ранние
Image 2094.png,советские
Image 2095.png,архитекторы
Image 2096.png,экспериментировали
Image 2097.png,конструктивизмом
Image 2098.png,радикальным
Image 2099.png,стилем
Image 2100.png,основанным
Image 2101.png,геометрии
Image 2102.png,индустриальных
Image 2103.png,материалах
Image 2104.png,функциональности
Image 2105.png,здания
Image 2106.png,Шуховская
Image 2107.png,башня
Image 2108.png,Москве
Image 2109.png,дом
Image 2110.png,архитектора
Image 2111.png,Мельникова
Image 2112.png,демонстрировали
Image 2113.png,инженерные
Image 2114.png,дизайнерские
Image 2115.png,инновацииИосифе
Image 2116.png,Сталине
Image 2117.png,архитектура
Image 2118.png,сместилась
Image 2119.png,сторону
Image 2120.png,монументализма
Image 2121.png,называемый
Image 2122.png,сталинский
Image 2123.png,ампир
Image 2124.png,сталинские
Image 2125.png,высотки
Image 2126.png,породил
Image 2127.png,огромные
Image 2128.png,пышные
Image 2129.png,здания
Image 2130.png,призванные
Image 2131.png,внушать
Image 2132.png,уважение
Image 2133.png,символизировать
Image 2134.png,мощь
Image 2135.png,государства
Image 2136.png,Семь
Image 2137.png,сестёр
Image 2138.png,группа
Image 2139.png,небоскрёбов
Image 2140.png,Москве
Image 2141.png,воплощают
Image 2142.png,этот
Image 2143.png,подход
Image 2144.png,устремлёнными
Image 2145.png,вверх
Image 2146.png,башнями
Image 2147.png,богатыми
Image 2148.png,фасадами
Image 2149.png,грандиозным
Image 2150.png,масштабом
Image 2151.png,зданиях
Image 2152.png,сочетались
Image 2153.png,русские
Image 2154.png,мотивы
Image 2155.png,ар-деко
Image 2156.png,элементы
Image 2157.png,неоклассицизма
Image 2158.png,создавая
Image 2159.png,впечатление
Image 2160.png,величия
Image 2161.png,имеющее
Image 2162.png,аналогов
Image 2163.png,других
Image 2164.png,регионах
Image 2165.png,страныПосле
Image 2166.png,смерти
Image 2167.png,Сталина
Image 2168.png,архитектурные
Image 2169.png,приоритеты
Image 2170.png,вновь
Image 2171.png,изменились
Image 2172.png,Акцент
Image 2173.png,сместился
Image 2174.png,обеспечение
Image 2175.png,доступным
Image 2176.png,жильём
Image 2177.png,населения
Image 2178.png,Хрущёвки
Image 2179.png,простые
Image 2180.png,панельные
Image 2181.png,дома
Image 2182.png,стали
Image 2183.png,символом
Image 2184.png,советской
Image 2185.png,городской
Image 2186.png,жизни
Image 2187.png,пятиэтажные
Image 2188.png,здания
Image 2189.png,строившиеся
Image 2190.png,быстро
Image 2191.png,дёшево
Image 2192.png,дали
Image 2193.png,крышу
Image 2194.png,миллионам
Image 2195.png,семей
Image 2196.png,всей
Image 2197.png,стране
Image 2198.png,Несмотря
Image 2199.png,критику
Image 2200.png,однообразие
Image 2201.png,скудные
Image 2202.png,удобства
Image 2203.png,были
Image 2204.png,практическим
Image 2205.png,ответом
Image 2206.png,жилищный
Image 2207.png,кризиспозднесоветское
Image 2208.png,постсоветское
Image 2209.png,время
Image 2210.png,архитектура
Image 2211.png,России
Image 2212.png,стала
Image 2213.png,более
Image 2214.png,разнообразной
Image 2215.png,Активно
Image 2216.png,восстанавливаются
Image 2217.png,исторические
Image 2218.png,здания
Image 2219.png,строятся
Image 2220.png,современные
Image 2221.png,офисные
Image 2222.png,центры
Image 2223.png,торговые
Image 2224.png,комплексы
Image 2225.png,высотные
Image 2226.png,жилые
Image 2227.png,дома
Image 2228.png,московском
Image 2229.png,деловом
Image 2230.png,центре
Image 2231.png,Москва-Сити
Image 2232.png,появились
Image 2233.png,стеклянные
Image 2234.png,небоскрёбы
Image 2235.png,соседствующие
Image 2236.png,древними
Image 2237.png,храмами
Image 2238.png,дворцами
Image 2239.png,Архитекторы
Image 2240.png,всей
Image 2241.png,стране
Image 2242.png,сочетают
Image 2243.png,традиционные
Image 2244.png,мотивы
Image 2245.png,арки
Image 2246.png,купола
Image 2247.png,народные
Image 2248.png,орнаменты
Image 2249.png,мировыми
Image 2250.png,тенденциями
Image 2251.png,формируя
Image 2252.png,яркий
Image 2253.png,архитектурный
Image 2254.png,ландшафт
Image 2255.png,отражающий
Image 2256.png,продолжающееся
Image 2257.png,преобразование
Image 2258.png,страныТранспорт
Image 2259.png,России
Image 2260.png,история
Image 2261.png,преодоления
Image 2262.png,расстояний
Image 2263.png,климата
Image 2264.png,рельефа
Image 2265.png,крупнейшая
Image 2266.png,страна
Image 2267.png,мира
Image 2268.png,простирающаяся
Image 2269.png,Восточной
Image 2270.png,Европы
Image 2271.png,Тихого
Image 2272.png,океана
Image 2273.png,тундрой
Image 2274.png,тайгой
Image 2275.png,степями
Image 2276.png,горами
Image 2277.png,Перемещение
Image 2278.png,людей
Image 2279.png,грузов
Image 2280.png,просторам
Image 2281.png,всегда
Image 2282.png,было
Image 2283.png,задачей
Image 2284.png,требующей
Image 2285.png,изобретательностиЖелезнодорожная
Image 2286.png,сеть
Image 2287.png,основа
Image 2288.png,российского
Image 2289.png,транспорта
Image 2290.png,Транссибирская
Image 2291.png,магистраль
Image 2292.png,завершённая
Image 2293.png,начале
Image 2294.png,двадцатого
Image 2295.png,века
Image 2296.png,остаётся
Image 2297.png,одним
Image 2298.png,самых
Image 2299.png,легендарных
Image 2300.png,маршрутов
Image 2301.png,мира
Image 2302.png,Протяжённостью
Image 2303.png,тысячи
Image 2304.png,километров
Image 2305.png,соединяет
Image 2306.png,Москву
Image 2307.png,Владивосток
Image 2308.png,проходя
Image 2309.png,лесам
Image 2310.png,рекам
Image 2311.png,горам
Image 2312.png,степям
Image 2313.png,Эта
Image 2314.png,линия
Image 2315.png,стала
Image 2316.png,инженерным
Image 2317.png,триумфом
Image 2318.png,объединив
Image 2319.png,европейскую
Image 2320.png,азиатскую
Image 2321.png,части
Image 2322.png,страны
Image 2323.png,способствовав
Image 2324.png,освоению
Image 2325.png,Сибири
Image 2326.png,Дальнего
Image 2327.png,ВостокаЖелезные
Image 2328.png,дороги
Image 2329.png,соединяют
Image 2330.png,почти
Image 2331.png,крупные
Image 2332.png,города
Image 2333.png,регионы
Image 2334.png,Поезда
Image 2335.png,дальнего
Image 2336.png,следования
Image 2337.png,предлагают
Image 2338.png,разные
Image 2339.png,классы
Image 2340.png,роскошных
Image 2341.png,купе
Image 2342.png,простых
Image 2343.png,мест
Image 2344.png,являются
Image 2345.png,важным
Image 2346.png,средством
Image 2347.png,передвижения
Image 2348.png,миллионов
Image 2349.png,Сеть
Image 2350.png,также
Image 2351.png,перевозит
Image 2352.png,грузы
Image 2353.png,уголь
Image 2354.png,нефть
Image 2355.png,лес
Image 2356.png,зерно
Image 2357.png,товары
Image 2358.png,всей
Image 2359.png,стране
Image 2360.png,некоторых
Image 2361.png,удалённых
Image 2362.png,районах
Image 2363.png,поезда
Image 2364.png,единственная
Image 2365.png,надёжная
Image 2366.png,связь
Image 2367.png,внешним
Image 2368.png,миром
Image 2369.png,особенно
Image 2370.png,зимой
Image 2371.png,когда
